testDate,expression,movement,quality,benchmarkPct,pid
17/12/2024,isometric,sprint,max velocity,0.685,1
19/12/2024,dynamic,jump,land,0.728,1
19/12/2024,isometric,jump,pre-load,0.796,1
01/01/2025,dynamic,sprint,acceleration,0.498,1
18/01/2025,isometric,upper body,pull,0.46,1
19/01/2025,dynamic,sprint,max velocity,0.667,1
24/01/2025,isometric,agility,rotate,0.6675,1
04/02/2025,dynamic,upper body,pull,0.873,1
06/02/2025,isometric,upper body,pull,0.8125,1
13/02/2025,dynamic,jump,land,0.735,1
14/02/2025,dynamic,upper body,push,0.495,1
20/02/2025,isometric,sprint,acceleration,0.79,1
26/02/2025,dynamic,jump,take off,0.68,1
27/02/2025,isometric,agility,deceleration,0.96,1
05/03/2025,isometric,agility,acceleration,0.787,1
06/03/2025,dynamic,sprint,max velocity,0.6495,1
06/03/2025,isometric,sprint,max velocity,0.77,1
04/07/2023,isometric,sprint,max velocity,,1
10/07/2023,dynamic,jump,land,0.7155,1
13/07/2023,dynamic,jump,take off,0.74,1
13/07/2023,dynamic,sprint,acceleration,0.336,1
14/07/2023,dynamic,upper body,push,0.336,1
30/07/2023,dynamic,sprint,max velocity,0.67,1
03/08/2023,isometric,jump,land,,1
10/08/2023,dynamic,jump,take off,0.7335,1
17/08/2023,isometric,jump,take off,,1
23/08/2023,isometric,upper body,push,,1
26/08/2023,isometric,sprint,acceleration,0.52,1
04/09/2023,dynamic,upper body,push,0.3635,1
05/09/2023,dynamic,upper body,push,0.3635,1
11/09/2023,isometric,sprint,acceleration,0.52,1
17/09/2023,dynamic,sprint,acceleration,0.388,1
25/09/2023,isometric,jump,take off,,1
11/10/2023,isometric,jump,land,,1
14/10/2023,isometric,agility,acceleration,0.52,1
18/10/2023,isometric,agility,acceleration,0.52,1
21/10/2023,isometric,upper body,pull,,1
28/10/2023,dynamic,sprint,acceleration,0.4305,1
07/11/2023,dynamic,jump,land,0.69,1
12/11/2023,isometric,sprint,acceleration,0.52,1
13/11/2023,isometric,jump,land,,1
14/11/2023,dynamic,jump,pre-load,0.5085,1
17/11/2023,isometric,jump,take off,,1
24/11/2023,dynamic,sprint,acceleration,0.4305,1
26/11/2023,dynamic,jump,pre-load,0.5185,1
12/12/2023,dynamic,upper body,pull,0.87,1
12/12/2023,isometric,agility,acceleration,0.52,1
14/12/2023,dynamic,upper body,pull,0.87,1
14/12/2023,dynamic,sprint,max velocity,0.6475,1
17/12/2023,isometric,sprint,max velocity,,1
21/12/2023,dynamic,jump,take off,0.64,1
28/12/2023,isometric,upper body,push,0.664,1
16/01/2024,dynamic,upper body,push,0.43,1
29/01/2024,isometric,sprint,acceleration,0.52,1
05/02/2024,dynamic,sprint,max velocity,0.646,1
12/02/2024,isometric,upper body,grapple,,1
12/02/2024,dynamic,upper body,push,0.4345,1
13/02/2024,isometric,agility,deceleration,1.148,1
19/02/2024,isometric,jump,land,,1
05/03/2024,isometric,jump,pre-load,0.52,1
09/03/2024,isometric,agility,rotate,,1
10/03/2024,dynamic,jump,pre-load,0.5,1
13/03/2024,dynamic,upper body,pull,0.89,1
24/03/2024,isometric,upper body,pull,,1
24/03/2024,dynamic,sprint,acceleration,0.4445,1
30/03/2024,dynamic,sprint,acceleration,0.44,1
03/04/2024,dynamic,sprint,max velocity,0.628,1
04/04/2024,isometric,sprint,acceleration,0.52,1
16/04/2024,isometric,upper body,grapple,,1
18/04/2024,isometric,sprint,max velocity,-0.2,1
19/04/2024,dynamic,jump,land,0.655,1
28/04/2024,isometric,agility,rotate,,1
30/04/2024,isometric,agility,deceleration,1.1365,1
06/05/2024,dynamic,agility,deceleration,0.89,1
12/05/2024,isometric,sprint,acceleration,0.52,1
21/05/2024,isometric,sprint,acceleration,0.49,1
28/05/2024,dynamic,upper body,pull,0.876,1
29/05/2024,isometric,agility,acceleration,0.49,1
30/05/2024,dynamic,jump,land,0.664,1
12/06/2024,dynamic,sprint,max velocity,0.625,1
24/06/2024,dynamic,jump,pre-load,0.4655,1
26/06/2024,dynamic,upper body,pull,0.89,1
16/07/2024,dynamic,upper body,push,0.488,1
19/07/2024,isometric,jump,land,0.3975,1
29/07/2024,isometric,jump,take off,0.381,1
10/08/2024,isometric,sprint,acceleration,0.7305,1
20/08/2024,dynamic,sprint,acceleration,0.428,1
25/08/2024,dynamic,jump,take off,0.72,1
31/08/2024,dynamic,jump,pre-load,0.5095,1
03/09/2024,dynamic,agility,acceleration,0.428,1
14/09/2024,isometric,upper body,grapple,0.6315,1
21/09/2024,isometric,jump,pre-load,0.72,1
27/09/2024,isometric,upper body,grapple,0.627,1
30/09/2024,isometric,upper body,grapple,0.627,1
02/10/2024,isometric,jump,take off,0.426,1
26/10/2024,isometric,jump,land,0.444,1
29/10/2024,dynamic,upper body,pull,0.88,1
01/11/2024,isometric,sprint,max velocity,0.68,1
14/11/2024,dynamic,jump,take off,0.69,1
20/11/2024,isometric,jump,land,0.444,1
21/11/2024,dynamic,upper body,pull,0.88,1
28/11/2024,dynamic,agility,acceleration,0.47,1
01/12/2024,dynamic,jump,land,0.728,1
03/12/2024,dynamic,agility,deceleration,0.876,1
10/12/2024,dynamic,jump,take off,0.69,1
11/12/2024,isometric,upper body,grapple,0.68,1
20/12/2024,dynamic,upper body,push,0.498,1
23/12/2024,isometric,agility,rotate,0.6705,1
25/12/2024,isometric,agility,acceleration,0.79,1
02/01/2025,dynamic,sprint,acceleration,0.498,1
03/01/2025,isometric,upper body,push,0.876,1
04/01/2025,dynamic,jump,land,0.73,1
08/01/2025,dynamic,sprint,max velocity,0.67,1
15/01/2025,dynamic,jump,take off,0.675,1
02/02/2025,isometric,sprint,acceleration,0.79,1
04/02/2025,isometric,upper body,pull,0.8125,1
13/02/2025,dynamic,upper body,pull,0.87,1
01/03/2025,isometric,sprint,acceleration,0.807,1
03/03/2025,dynamic,agility,acceleration,0.495,1
04/03/2025,isometric,jump,land,0.3955,1
05/03/2025,isometric,sprint,max velocity,0.77,1
06/03/2025,isometric,jump,land,0.3955,1
11/03/2025,dynamic,upper body,pull,0.88,1
06/07/2023,dynamic,sprint,max velocity,0.67,1
10/07/2023,dynamic,jump,pre-load,0.582,1
13/07/2023,isometric,jump,pre-load,,1
15/07/2023,dynamic,jump,pre-load,0.662,1
03/08/2023,isometric,agility,acceleration,,1
15/08/2023,isometric,jump,take off,,1
16/08/2023,dynamic,agility,acceleration,0.3395,1
29/08/2023,dynamic,upper body,push,0.388,1
31/08/2023,dynamic,upper body,pull,0.877,1
03/09/2023,dynamic,jump,pre-load,0.62,1
08/09/2023,isometric,agility,acceleration,0.52,1
22/09/2023,dynamic,jump,pre-load,0.49,1
29/09/2023,dynamic,agility,acceleration,0.4305,1
08/10/2023,isometric,upper body,grapple,,1
09/10/2023,dynamic,jump,pre-load,0.564,1
17/10/2023,dynamic,agility,acceleration,0.4305,1
23/10/2023,isometric,upper body,pull,,1
01/11/2023,isometric,jump,land,,1
02/11/2023,isometric,agility,rotate,,1
09/11/2023,isometric,upper body,grapple,,1
09/11/2023,isometric,upper body,push,0.67,1
12/11/2023,dynamic,jump,pre-load,0.4955,1
19/11/2023,dynamic,upper body,pull,0.871,1
25/11/2023,isometric,agility,acceleration,0.52,1
30/11/2023,dynamic,sprint,acceleration,0.43,1
09/12/2023,isometric,jump,take off,,1
09/12/2023,dynamic,upper body,pull,0.87,1
12/12/2023,isometric,upper body,grapple,,1
14/12/2023,isometric,agility,rotate,,1
25/12/2023,dynamic,agility,acceleration,0.43,1
25/12/2023,isometric,sprint,max velocity,,1
27/12/2023,isometric,agility,deceleration,1.112,1
06/01/2024,dynamic,upper body,push,0.426,1
11/01/2024,isometric,sprint,acceleration,0.52,1
23/01/2024,dynamic,jump,land,0.668,1
05/02/2024,isometric,jump,land,,1
19/02/2024,dynamic,agility,deceleration,0.89,1
20/02/2024,dynamic,agility,acceleration,0.4345,1
22/02/2024,isometric,agility,rotate,,1
04/03/2024,dynamic,sprint,max velocity,0.637,1
11/03/2024,isometric,jump,take off,,1
11/03/2024,dynamic,agility,acceleration,0.4445,1
13/03/2024,isometric,jump,take off,,1
13/03/2024,isometric,agility,deceleration,1.138,1
13/03/2024,dynamic,sprint,acceleration,0.4445,1
15/03/2024,isometric,agility,acceleration,0.52,1
01/04/2024,isometric,sprint,max velocity,,1
02/04/2024,dynamic,agility,deceleration,0.89,1
05/05/2024,isometric,jump,land,,1
05/05/2024,isometric,sprint,acceleration,0.52,1
11/05/2024,isometric,agility,deceleration,1.1365,1
11/05/2024,isometric,agility,rotate,,1
17/05/2024,isometric,upper body,pull,,1
20/05/2024,dynamic,jump,land,0.664,1
20/05/2024,isometric,agility,rotate,,1
21/05/2024,isometric,upper body,pull,,1
22/05/2024,isometric,upper body,grapple,,1
23/05/2024,dynamic,sprint,acceleration,0.43,1
27/05/2024,dynamic,jump,land,0.664,1
05/06/2024,dynamic,upper body,push,0.43,1
09/06/2024,dynamic,jump,take off,0.62,1
20/06/2024,dynamic,agility,deceleration,0.89,1
21/06/2024,dynamic,upper body,pull,0.89,1
22/06/2024,isometric,upper body,grapple,,1
22/06/2024,dynamic,agility,acceleration,0.436,1
23/06/2024,isometric,jump,take off,,1
23/06/2024,dynamic,sprint,max velocity,0.625,1
28/06/2024,isometric,upper body,grapple,,1
10/07/2024,isometric,upper body,pull,,1
12/07/2024,isometric,agility,deceleration,1.044,1
13/07/2024,isometric,sprint,acceleration,0.7165,1
20/07/2024,isometric,upper body,push,0.922,1
22/07/2024,dynamic,upper body,push,0.485,1
17/08/2024,dynamic,upper body,pull,0.855,1
19/08/2024,dynamic,jump,pre-load,0.5095,1
19/08/2024,isometric,upper body,pull,,1
27/08/2024,isometric,agility,deceleration,0.95,1
02/09/2024,isometric,upper body,pull,,1
09/09/2024,isometric,jump,pre-load,0.7275,1
11/09/2024,isometric,sprint,max velocity,0.698,1
28/09/2024,dynamic,upper body,pull,0.896,1
10/10/2024,dynamic,agility,deceleration,0.868,1
26/10/2024,dynamic,upper body,push,0.486,1
03/11/2024,isometric,agility,deceleration,0.86,1
05/11/2024,isometric,agility,rotate,0.6795,1
10/11/2024,isometric,upper body,pull,,1
11/11/2024,isometric,upper body,grapple,0.6795,1
12/11/2024,dynamic,upper body,pull,0.88,1
16/11/2024,isometric,upper body,push,0.936,1
17/11/2024,isometric,sprint,acceleration,0.7515,1
12/12/2024,dynamic,sprint,acceleration,0.498,1
13/12/2024,isometric,agility,rotate,0.68,1
14/12/2024,isometric,jump,take off,0.4,1
23/12/2024,dynamic,jump,land,0.728,1
27/12/2024,dynamic,agility,deceleration,0.876,1
03/01/2025,isometric,upper body,grapple,0.6705,1
07/01/2025,isometric,agility,deceleration,0.92,1
12/01/2025,isometric,sprint,acceleration,0.79,1
18/01/2025,isometric,jump,land,0.46,1
28/01/2025,isometric,agility,rotate,0.6675,1
29/01/2025,dynamic,upper body,pull,0.873,1
31/01/2025,isometric,agility,rotate,0.6445,1
03/02/2025,isometric,upper body,pull,0.794,1
07/02/2025,dynamic,jump,land,0.735,1
10/02/2025,dynamic,agility,deceleration,0.87,1
10/02/2025,dynamic,sprint,max velocity,0.651,1
18/02/2025,isometric,upper body,grapple,0.6385,1
20/02/2025,isometric,jump,land,0.3955,1
21/02/2025,isometric,sprint,max velocity,0.707,1
24/02/2025,dynamic,agility,acceleration,0.495,1
24/02/2025,dynamic,agility,deceleration,0.87,1
02/03/2025,isometric,jump,take off,0.3955,1
07/03/2025,dynamic,upper body,pull,0.88,1
02/07/2023,isometric,agility,acceleration,,1
16/07/2023,isometric,upper body,pull,,1
23/07/2023,dynamic,jump,land,0.6975,1
24/07/2023,isometric,upper body,push,,1
27/07/2023,dynamic,agility,acceleration,0.345,1
01/08/2023,dynamic,upper body,push,0.395,1
05/08/2023,dynamic,sprint,acceleration,0.39,1
17/08/2023,dynamic,jump,land,0.69,1
20/08/2023,isometric,upper body,pull,,1
20/08/2023,isometric,sprint,max velocity,,1
22/08/2023,dynamic,agility,acceleration,0.412,1
07/09/2023,dynamic,jump,pre-load,0.51,1
16/09/2023,dynamic,jump,take off,0.7085,1
18/09/2023,isometric,agility,acceleration,0.52,1
20/09/2023,isometric,jump,take off,,1
23/09/2023,dynamic,sprint,max velocity,0.5845,1
20/10/2023,isometric,jump,take off,,1
26/10/2023,isometric,jump,take off,,1
30/10/2023,isometric,sprint,max velocity,,1
10/11/2023,isometric,sprint,max velocity,,1
11/11/2023,isometric,jump,take off,,1
12/11/2023,isometric,jump,land,,1
30/11/2023,dynamic,upper body,push,0.43,1
30/11/2023,dynamic,agility,acceleration,0.43,1
12/12/2023,dynamic,agility,deceleration,0.87,1
25/12/2023,isometric,jump,take off,,1
30/12/2023,isometric,upper body,grapple,,1
09/01/2024,isometric,agility,rotate,,1
18/01/2024,isometric,agility,rotate,,1
20/01/2024,dynamic,agility,deceleration,0.879,1
21/01/2024,dynamic,jump,land,0.69,1
23/01/2024,isometric,jump,pre-load,0.52,1
28/01/2024,isometric,agility,acceleration,0.52,1
10/02/2024,isometric,sprint,max velocity,,1
11/02/2024,isometric,agility,deceleration,1.148,1
19/02/2024,isometric,agility,acceleration,0.52,1
28/02/2024,isometric,agility,acceleration,0.52,1
02/03/2024,dynamic,sprint,acceleration,0.4445,1
15/03/2024,isometric,jump,pre-load,0.52,1
15/03/2024,dynamic,agility,deceleration,0.89,1
21/03/2024,dynamic,sprint,acceleration,0.4445,1
31/03/2024,isometric,jump,take off,,1
17/04/2024,isometric,agility,acceleration,0.52,1
18/04/2024,isometric,upper body,grapple,,1
25/04/2024,dynamic,jump,pre-load,0.521,1
28/04/2024,dynamic,sprint,max velocity,0.628,1
30/04/2024,dynamic,upper body,pull,0.89,1
03/05/2024,dynamic,jump,take off,0.6395,1
05/05/2024,dynamic,agility,deceleration,0.89,1
19/05/2024,isometric,upper body,push,0.704,1
24/05/2024,dynamic,agility,acceleration,0.43,1
29/05/2024,isometric,upper body,pull,,1
30/05/2024,isometric,upper body,push,0.704,1
31/05/2024,isometric,upper body,grapple,,1
10/06/2024,dynamic,sprint,acceleration,0.43,1
12/06/2024,isometric,upper body,push,0.704,1
15/06/2024,isometric,upper body,push,0.704,1
15/06/2024,isometric,sprint,acceleration,0.49,1
09/07/2024,dynamic,jump,take off,0.681,1
13/07/2024,dynamic,upper body,push,0.488,1
24/07/2024,isometric,jump,pre-load,0.685,1
25/07/2024,dynamic,agility,acceleration,0.485,1
29/07/2024,dynamic,sprint,max velocity,0.671,1
02/08/2024,isometric,agility,acceleration,0.7305,1
06/08/2024,isometric,jump,take off,0.372,1
20/08/2024,isometric,upper body,grapple,0.3585,1
26/08/2024,isometric,upper body,push,0.96,1
02/09/2024,isometric,jump,pre-load,0.731,1
03/09/2024,dynamic,jump,take off,0.6915,1
03/09/2024,dynamic,upper body,pull,0.9,1
13/09/2024,dynamic,jump,pre-load,0.505,1
15/09/2024,isometric,agility,rotate,0.6315,1
18/09/2024,isometric,upper body,pull,,1
19/09/2024,isometric,agility,deceleration,0.869,1
24/09/2024,isometric,upper body,pull,,1
25/09/2024,dynamic,jump,take off,0.6955,1
28/10/2024,isometric,agility,rotate,0.6695,1
30/10/2024,isometric,upper body,push,0.936,1
06/11/2024,dynamic,sprint,acceleration,0.486,1
07/11/2024,dynamic,agility,deceleration,0.88,1
28/11/2024,dynamic,jump,land,0.666,1
02/12/2024,isometric,agility,rotate,0.6805,1
03/12/2024,dynamic,jump,pre-load,0.557,1
10/12/2024,dynamic,upper body,pull,0.876,1
23/12/2024,dynamic,upper body,pull,0.876,1
25/12/2024,dynamic,upper body,pull,0.876,1
26/12/2024,dynamic,jump,pre-load,0.5305,1
28/12/2024,isometric,jump,pre-load,0.79,1
07/01/2025,isometric,agility,acceleration,0.79,1
08/01/2025,dynamic,agility,acceleration,0.5,1
10/01/2025,isometric,jump,take off,0.46,1
12/01/2025,dynamic,agility,acceleration,0.5,1
15/01/2025,dynamic,sprint,acceleration,0.5,1
22/01/2025,dynamic,jump,land,0.7465,1
24/01/2025,isometric,sprint,max velocity,0.749,1
26/01/2025,isometric,upper body,push,0.93,1
31/01/2025,isometric,upper body,grapple,0.6445,1
31/01/2025,isometric,sprint,max velocity,0.749,1
07/02/2025,dynamic,upper body,push,0.495,1
21/02/2025,dynamic,jump,pre-load,0.4915,1
22/02/2025,isometric,jump,land,0.3955,1
12/03/2025,dynamic,jump,pre-load,0.5225,1
16/07/2023,isometric,jump,pre-load,,1
18/07/2023,dynamic,jump,take off,0.74,1
27/07/2023,isometric,agility,deceleration,0.781,1
27/07/2023,dynamic,sprint,acceleration,0.345,1
09/08/2023,dynamic,agility,acceleration,0.358,1
12/08/2023,isometric,jump,take off,,1
13/08/2023,isometric,jump,pre-load,,1
27/08/2023,dynamic,upper body,pull,0.877,1
01/09/2023,isometric,agility,deceleration,1.0395,1
03/09/2023,dynamic,upper body,pull,0.877,1
05/09/2023,isometric,agility,acceleration,0.52,1
12/09/2023,isometric,upper body,pull,,1
16/09/2023,dynamic,jump,pre-load,0.51,1
19/09/2023,isometric,upper body,push,,1
26/09/2023,isometric,jump,land,,1
27/09/2023,isometric,agility,rotate,,1
11/10/2023,dynamic,upper body,pull,0.871,1
12/10/2023,isometric,agility,acceleration,0.52,1
14/10/2023,isometric,agility,rotate,,1
21/10/2023,dynamic,sprint,max velocity,0.6475,1
22/10/2023,isometric,jump,pre-load,0.52,1
30/10/2023,isometric,agility,deceleration,1.038,1
04/11/2023,dynamic,agility,deceleration,0.871,1
12/11/2023,isometric,upper body,push,0.67,1
14/11/2023,isometric,sprint,max velocity,,1
20/11/2023,dynamic,jump,pre-load,0.5185,1
20/11/2023,dynamic,agility,deceleration,0.871,1
22/11/2023,isometric,jump,pre-load,0.52,1
27/11/2023,isometric,agility,rotate,,1
09/12/2023,dynamic,sprint,max velocity,0.6475,1
20/12/2023,dynamic,jump,pre-load,0.47,1
20/12/2023,dynamic,jump,take off,0.6325,1
20/12/2023,dynamic,sprint,acceleration,0.43,1
31/12/2023,isometric,jump,take off,,1
02/01/2024,dynamic,agility,deceleration,0.87,1
22/01/2024,isometric,sprint,max velocity,,1
25/01/2024,dynamic,upper body,pull,0.879,1
31/01/2024,isometric,jump,pre-load,0.52,1
05/02/2024,dynamic,upper body,push,0.4445,1
29/03/2024,dynamic,agility,acceleration,0.44,1
31/03/2024,isometric,sprint,acceleration,0.52,1
01/04/2024,isometric,jump,land,,1
05/04/2024,isometric,agility,acceleration,0.52,1
16/04/2024,isometric,jump,pre-load,0.52,1
07/05/2024,isometric,agility,deceleration,1.1365,1
10/05/2024,dynamic,jump,land,0.664,1
16/05/2024,dynamic,agility,deceleration,0.876,1
23/05/2024,isometric,upper body,pull,,1
30/05/2024,dynamic,upper body,push,0.43,1
03/06/2024,isometric,agility,deceleration,1.1365,1
09/06/2024,dynamic,sprint,acceleration,0.43,1
11/06/2024,isometric,upper body,push,0.704,1
15/06/2024,isometric,jump,land,,1
15/06/2024,isometric,upper body,pull,,1
17/06/2024,dynamic,sprint,max velocity,0.625,1
01/07/2024,dynamic,sprint,max velocity,0.625,1
16/07/2024,dynamic,sprint,acceleration,0.488,1
28/07/2024,dynamic,jump,take off,0.7245,1
31/07/2024,isometric,agility,acceleration,0.7305,1
06/08/2024,dynamic,upper body,push,0.428,1
08/08/2024,isometric,sprint,max velocity,0.756,1
10/08/2024,dynamic,sprint,max velocity,0.6795,1
17/08/2024,dynamic,sprint,max velocity,0.6795,1
01/09/2024,isometric,jump,pre-load,0.731,1
04/09/2024,isometric,agility,deceleration,0.9475,1
11/09/2024,isometric,jump,take off,0.368,1
20/09/2024,isometric,upper body,pull,,1
02/10/2024,isometric,sprint,acceleration,0.6925,1
03/10/2024,dynamic,sprint,max velocity,0.67,1
16/10/2024,isometric,upper body,pull,,1
27/10/2024,isometric,agility,acceleration,0.6935,1
28/10/2024,dynamic,agility,deceleration,0.88,1
04/11/2024,isometric,jump,pre-load,0.677,1
08/11/2024,isometric,sprint,acceleration,0.7145,1
10/11/2024,isometric,upper body,push,0.936,1
13/11/2024,isometric,agility,rotate,0.6795,1
15/11/2024,isometric,agility,acceleration,0.7515,1
13/12/2024,isometric,jump,pre-load,0.796,1
13/12/2024,isometric,agility,acceleration,0.796,1
15/12/2024,isometric,jump,pre-load,0.796,1
11/01/2025,isometric,jump,take off,0.46,1
15/01/2025,isometric,upper body,push,0.918,1
21/01/2025,isometric,agility,acceleration,0.7475,1
02/02/2025,dynamic,sprint,max velocity,0.657,1
12/02/2025,isometric,agility,rotate,0.6415,1
14/02/2025,dynamic,jump,take off,0.68,1
16/02/2025,dynamic,upper body,push,0.495,1
19/02/2025,isometric,jump,land,0.3955,1
19/02/2025,isometric,upper body,push,0.9555,1
03/03/2025,dynamic,agility,deceleration,0.87,1
10/03/2025,isometric,agility,deceleration,0.96,1
04/07/2023,dynamic,sprint,acceleration,0.32,1
13/07/2023,isometric,agility,acceleration,,1
24/07/2023,isometric,jump,pre-load,,1
31/07/2023,isometric,jump,take off,,1
04/08/2023,dynamic,jump,pre-load,0.662,1
06/08/2023,dynamic,jump,land,0.6975,1
21/08/2023,isometric,agility,deceleration,1.031,1
26/08/2023,dynamic,sprint,max velocity,0.67,1
30/08/2023,isometric,agility,deceleration,1.0395,1
31/08/2023,isometric,jump,take off,,1
25/09/2023,isometric,agility,deceleration,1.0395,1
09/10/2023,isometric,upper body,pull,,1
09/10/2023,dynamic,agility,acceleration,0.4305,1
01/11/2023,dynamic,sprint,max velocity,0.6475,1
03/11/2023,isometric,agility,deceleration,1.038,1
12/11/2023,dynamic,agility,deceleration,0.871,1
15/11/2023,dynamic,jump,take off,0.64,1
18/11/2023,isometric,sprint,max velocity,,1
25/11/2023,dynamic,jump,land,0.69,1
07/12/2023,isometric,jump,take off,,1
10/12/2023,dynamic,agility,acceleration,0.43,1
12/12/2023,isometric,jump,take off,,1
15/12/2023,isometric,agility,acceleration,0.52,1
27/12/2023,isometric,jump,take off,,1
29/12/2023,dynamic,agility,deceleration,0.87,1
19/01/2024,dynamic,upper body,pull,0.879,1
21/01/2024,isometric,sprint,max velocity,,1
